key	result
asen	[ [ "奥索尔诺" , "智利" , 2] , [ "阿森松" , "玻利维亚" , 2]]
dongdi	[ [ "东帝汶" , "亚洲" , 1] , [ "东帝汶民主共和国" , "亚洲" , 1]]
enjiameina	[ [ "恩贾梅纳" , "乍得" , 2]]
沃特福德	[ [ "沃特福德" , "爱尔兰" , 2]]
安纳西	[ [ "安纳西" , "法国" , 2]]
lech	[ [ "乐昌" , "中国" , 2]]
xfe	[ [ "谢菲尔德" , "英国" , 2]]
made	[ [ "马德里" , "西班牙" , 2] , [ "马德拉群岛" , "葡萄牙" , 2] , [ "马德拉群岛（葡）" , "非洲" , 1]]
琅勃拉	[ [ "琅勃拉邦" , "老挝" , 2]]
弗朗西斯敦	[ [ "弗朗西斯敦" , "博茨瓦纳" , 2]]
lusaie	[ [ "卢塞恩" , "瑞士" , 2]]
ased	[ [ "埃沙尔登" , "法属圭亚那" , 2]]
mada	[ [ "马当市" , "巴布亚新几内亚" , 2] , [ "马达加斯加" , "非洲" , 1]]
阿富塔	[ [ "阿富塔拉" , "所罗门群岛" , 2]]
坎大	[ [ "坎大哈" , "阿富汗" , 2]]
aseb	[ [ "埃塞俄比亚" , "非洲" , 1]]
xet	[ [ "锡尔特" , "利比亚" , 2]]
tgxjeb	[ [ "特古西加尔巴" , "洪都拉斯" , 2]]
安宁	[ [ "安宁" , "中国" , 2]]
aiaka	[ [ "埃阿坎" , "塞浦路斯" , 2]]
huadian	[ [ "桦甸" , "中国" , 2]]
巴亚莫	[ [ "巴亚莫" , "古巴" , 2]]
qili	[ [ "乞力马扎罗" , "坦桑尼亚" , 2]]
weiersh	[ [ "威尔士" , "英国" , 2]]
dongdu	[ [ "栋多" , "安哥拉" , 2]]
圣基茨	[ [ "圣基茨和尼维斯" , "北美洲" , 1] , [ "圣基茨和尼维斯联邦" , "北美洲" , 1]]
shenzho	[ [ "深州" , "中国" , 2]]
banjialu	[ [ "班加罗尔" , "印度" , 2]]
xinkaliduo	[ [ "新喀里多尼亚" , "大洋洲" , 1] , [ "新喀里多尼亚（法）" , "大洋洲" , 1]]
xeh	[ [ "锡尔赫特" , "孟加拉" , 2]]
龙目	[ [ "龙目岛" , "印度尼西亚" , 2]]
林迪	[ [ "林迪" , "坦桑尼亚" , 2] , [ "马林迪" , "肯尼亚" , 2]]
xindel	[ [ "新德里" , "印度" , 2]]
asitelas	[ [ "阿斯特拉赛特拉" , "印度尼西亚" , 2]]
xdl	[ [ "新德里" , "印度" , 2]]
dongfa	[ [ "东方" , "中国" , 2]]
喀	[ [ "喀什" , "中国" , 2] , [ "喀山" , "俄罗斯" , 2] , [ "喀土穆" , "苏丹" , 2] , [ "喀布尔" , "阿富汗" , 2] , [ "喀麦隆" , "非洲" , 1] , [ "亚喀巴" , "约旦" , 2] , [ "新喀里多尼亚" , "大洋洲" , 1] , [ "新喀里多尼亚（法）" , "大洋洲" , 1] , [ "日喀则" , "中国" , 2] , [ "达喀尔" , "塞内加尔" , 2]]
tuozeer	[ [ "托泽尔" , "突尼斯" , 2]]
bahaerd	[ [ "巴哈尔达尔" , "埃塞俄比亚" , 2]]
tashengan	[ [ "塔什干" , "乌兹别克斯坦" , 2]]
asez	[ [ "阿瑟镇" , "巴哈马" , 2]]
贝亚	[ [ "贝亚维斯塔" , "秘鲁" , 2]]
dongji	[ [ "东京" , "日本" , 2] , [ "东加大埔" , "汤加" , 2]]
xlh	[ [ "锡林浩特" , "中国" , 2]]
nananpud	[ [ "南安普顿" , "英国" , 2]]
xld	[ [ "西兰岛" , "丹麦" , 2]]
梵蒂冈	[ [ "梵蒂冈" , "欧洲" , 1] , [ "梵蒂冈城" , "梵蒂冈" , 2]]
xlg	[ [ "锡林郭勒" , "中国" , 2]]
shulan	[ [ "舒兰" , "中国" , 2]]
shenzhe	[ [ "深圳" , "中国" , 2]]
土库	[ [ "土库曼斯坦" , "亚洲" , 1]]
skpl	[ [ "斯科普里" , "马其顿" , 2]]
limasuo	[ [ "利马索尔" , "塞浦路斯" , 2]]
俄斯特	[ [ "俄斯特拉发" , "捷克" , 2]]
卡塔尔	[ [ "卡塔尔" , "亚洲" , 1]]
bodegelich	[ [ "波德戈里察" , "塞尔维亚" , 2]]
热舒	[ [ "热舒夫" , "波兰" , 2]]
阿瓦拉达姆	[ [ "阿瓦拉达姆" , "苏里南" , 2]]
engangda	[ [ "恩冈代雷" , "喀麦隆" , 2]]
danmaif	[ [ "丹麦法罗群岛（丹）" , "欧洲" , 1]]
saisaluon	[ [ "塞萨洛尼基" , "希腊" , 2]]
卡里亚库	[ [ "卡里亚库岛" , "格林纳达" , 2]]
intelake	[ [ "intelaken" , "瑞士" , 2]]
xkl	[ [ "新喀里多尼亚" , "大洋洲" , 1] , [ "新喀里多尼亚（法）" , "大洋洲" , 1]]
克里沃罗	[ [ "克里沃罗格" , "乌克兰" , 2]]
neimengg	[ [ "内蒙古" , "中国" , 2]]
lilan	[ [ "利朗格弗" , "马拉维" , 2]]
badelapo	[ [ "巴德拉坡" , "尼泊尔" , 2]]
维哥	[ [ "维哥" , "西班牙" , 2]]
巴富萨姆	[ [ "巴富萨姆" , "喀麦隆" , 2]]
艾维浓	[ [ "艾维浓" , "法国" , 2]]
wlsyftn	[ [ "瓦利斯与富图纳（法）" , "大洋洲" , 1]]
nijialag	[ [ "尼加拉瓜" , "北美洲" , 1]]
neijiang	[ [ "内江" , "中国" , 2]]
科恰班巴	[ [ "科恰班巴" , "玻利维亚" , 2]]
yameiniy	[ [ "亚美尼亚" , "亚洲" , 1]]
任丘	[ [ "任丘" , "中国" , 2]]
chidao	[ [ "赤道几内亚" , "非洲" , 1]]
贝亨	[ [ "贝亨奥普佐姆" , "荷兰" , 2]]
ashb	[ [ "阿什哈巴德市" , "土库曼斯坦" , 2]]
yadian	[ [ "雅典" , "希腊" , 2]]
ashe	[ [ "阿什伯顿" , "新西兰" , 2] , [ "阿什哈巴德市" , "土库曼斯坦" , 2]]
jiapeng	[ [ "加蓬" , "非洲" , 1]]
巴音	[ [ "巴音郭楞蒙古自治州" , "中国" , 2]]
商	[ [ "商丘" , "中国" , 2] , [ "商洛" , "中国" , 2]]
make	[ [ "马可可拉俱乐部" , "马拉维" , 2]]
xl-	[ ]
dibisi	[ [ "底比斯" , "埃及" , 2]]
从化	[ [ "从化" , "中国" , 2]]
asim	[ [ "阿斯马拉" , "厄立特里亚" , 2]]
阿尔伯	[ [ "阿尔伯勒塔斯" , "哥伦比亚" , 2]]
xjp	[ [ "新加坡" , "亚洲" , 1] , [ "新加坡市" , "新加坡" , 2]]
dblfnk	[ [ "杜布罗夫尼克" , "克罗地亚" , 2]]
英属维尔	[ [ "英属维尔京群岛" , "北美洲" , 1]]
weierni	[ [ "维尔纽斯" , "立陶宛" , 2]]
德惠	[ [ "德惠" , "中国" , 2]]
baielu	[ [ "白俄罗斯" , "欧洲" , 1]]
asit	[ [ "阿斯塔纳" , "哈萨克斯坦" , 2] , [ "阿斯特拉赛特拉" , "印度尼西亚" , 2]]
bosenb	[ [ "博森贝莫" , "中非" , 2]]
内罗毕	[ [ "内罗毕" , "肯尼亚" , 2]]
xiy	[ [ "西雅图" , "美国" , 2]]
xiz	[ [ "西藏" , "中国" , 2]]
labat	[ [ "拉巴特" , "摩洛哥" , 2]]
malaita	[ [ "马莱塔岛" , "所罗门群岛" , 2]]
xis	[ [ "西沙" , "中国" , 2] , [ "西撒哈拉" , "非洲" , 1] , [ "西双版纳" , "中国" , 2]]
aiaob	[ [ "埃奥贝德" , "苏丹" , 2]]
labax	[ [ "拉巴西群岛" , "洪都拉斯" , 2]]
mangsh	[ [ "芒市" , "中国" , 2]]
xiw	[ [ "希瓦" , "乌兹别克斯坦" , 2] , [ "西乌珠穆沁旗" , "中国" , 2]]
asid	[ [ "阿斯蒂帕莱阿岛" , "希腊" , 2]]
xix	[ [ "西西里岛" , "意大利" , 2] , [ "西峡（大峡谷）" , "美国" , 2]]
xil	[ [ "希腊" , "欧洲" , 1] , [ "西兰岛" , "丹麦" , 2] , [ "锡林郭勒" , "中国" , 2] , [ "锡林浩特" , "中国" , 2]]
langbo	[ [ "朗勃拉邦" , "老挝" , 2] , [ "琅勃拉邦" , "老挝" , 2]]
feich	[ [ "肥城" , "中国" , 2]]
xij	[ [ "锡金" , "亚洲" , 1] , [ "锡金-甘托克" , "印度" , 2]]
maij	[ [ "麦加" , "沙特阿拉伯" , 2]]
anbatong	[ [ "安巴通德拉扎卡" , "马达加斯加" , 2]]
xio	[ [ "匈牙利" , "欧洲" , 1]]
xin	[ [ "悉尼" , "澳大利亚" , 2] , [ "新加坡" , "亚洲" , 1] , [ "新西兰" , "大洋洲" , 1] , [ "新泻" , "日本" , 2] , [ "新山" , "马来西亚" , 2] , [ "新天鹅堡" , "德国" , 2] , [ "辛集" , "中国" , 2] , [ "新乐" , "中国" , 2] , [ "新密" , "中国" , 2] , [ "信宜" , "中国" , 2]]
mais	[ [ "麦孙城" , "美国" , 2]]
xic	[ [ "西昌" , "中国" , 2]]
xib	[ [ "西班牙" , "欧洲" , 1] , [ "西部地区" , "乌干达" , 2] , [ "西班牙港" , "特立尼达和多巴哥" , 2]]
xia	[ [ "小松" , "日本" , 2] , [ "夏威夷" , "美国" , 2] , [ "夏威夷州" , "美国" , 2] , [ "夏威夷群岛" , "美国" , 2] , [ "西安" , "中国" , 2] , [ "香港" , "中国" , 2] , [ "夏河" , "中国" , 2] , [ "孝义" , "中国" , 2] , [ "夏慕尼" , "法国" , 2] , [ "湘西" , "中国" , 2]]
xih	[ [ "西哈努克" , "柬埔寨" , 2]]
xig	[ [ "西贡" , "越南" , 2]]
唐	[ [ "唐山" , "中国" , 2] , [ "圣安唐" , "佛得角" , 2]]
main	[ [ "麦纳麦" , "巴林" , 2]]
xie	[ [ "谢菲尔德" , "英国" , 2] , [ "锡尔特" , "利比亚" , 2] , [ "锡尔赫特" , "孟加拉" , 2]]
asiw	[ [ "阿斯旺" , "埃及" , 2]]
shengmal	[ [ "圣马力诺" , "欧洲" , 1] , [ "圣马力诺市" , "圣马力诺" , 2] , [ "圣玛丽岛" , "马达加斯加" , 2]]
maid	[ [ "麦地纳" , "突尼斯" , 2] , [ "麦德林" , "哥伦比亚" , 2]]
shengmad	[ [ "圣马丁" , "荷属安的列斯" , 2]]
bokasi	[ [ "博卡斯德尔托罗" , "巴拿马" , 2]]
maia	[ [ "迈阿密" , "美国" , 2]]
kalaq	[ [ "卡拉奇" , "巴基斯坦" , 2]]
kalak	[ [ "卡拉克斯港" , "厄瓜多尔" , 2]]
aske	[ [ "埃斯克尔" , "阿根廷" , 2]]
哥	[ [ "哥本哈根" , "丹麦" , 2] , [ "哥德堡" , "瑞典" , 2] , [ "格拉斯哥" , "英国" , 2] , [ "斯德哥尔摩" , "瑞典" , 2] , [ "圣地亚哥" , "古巴" , 2] , [ "圣地亚哥岛" , "佛得角" , 2] , [ "温哥华" , "加拿大" , 2] , [ "墨西哥" , "北美洲" , 1] , [ "芝加哥" , "美国" , 2] , [ "比德哥什" , "波兰" , 2]]
dnblb	[ [ "第聂伯罗彼得罗夫斯克" , "乌克兰" , 2]]
hanchen	[ [ "韩城" , "中国" , 2]]
monasiti	[ [ "莫纳斯提尔" , "突尼斯" , 2]]
kalib	[ [ "卡里巴" , "津巴布韦" , 2] , [ "卡里波" , "菲律宾" , 2]]
weiniyad	[ [ "维尼亚德尔马" , "智利" , 2]]
因斯	[ [ "因斯布鲁克" , "奥地利" , 2]]
aleinas	[ [ "阿雷纳斯角" , "智利" , 2]]
asks	[ [ "奥斯卡斯哈门" , "瑞典" , 2]]
巴米扬	[ [ "巴米扬" , "阿富汗" , 2]]
鄂州	[ [ "鄂州" , "中国" , 2]]
qiem	[ [ "且末" , "中国" , 2]]
三河	[ [ "三河" , "中国" , 2]]
nijiala	[ [ "尼加拉瓜" , "北美洲" , 1]]
bodunwu	[ [ "伯顿伍德" , "保加利亚" , 2]]
xibudi	[ [ "西部地区" , "乌干达" , 2]]
chizh	[ [ "池州" , "中国" , 2]]
sikut	[ [ "斯库台" , "阿尔巴尼亚" , 2]]
mojiliaof	[ [ "莫吉廖夫" , "白俄罗斯" , 2]]
哈	[ [ "哈尔施塔特" , "奥地利" , 2] , [ "哈克" , "巴拿马" , 2] , [ "哈密" , "中国" , 2] , [ "哈尔滨" , "中国" , 2] , [ "哈帕伊" , "汤加" , 2] , [ "哈拉雷" , "津巴布韦" , 2] , [ "哈瓦那" , "古巴" , 2] , [ "哈伊马角" , "阿拉伯联合酋长国" , 2] , [ "哈博罗内" , "博茨瓦纳" , 2] , [ "哈尔格萨" , "索马里" , 2]]
hezho	[ [ "贺州" , "中国" , 2]]
杜阿	[ [ "杜阿拉" , "喀麦隆" , 2]]
egua	[ [ "厄瓜多尔" , "南美洲" , 1]]
哈尔格萨	[ [ "哈尔格萨" , "索马里" , 2]]
科赫特拉亚	[ [ "科赫特拉亚尔韦" , "爱沙尼亚" , 2]]
aluolaidao	[ [ "阿罗赖岛" , "基里巴斯" , 2]]
tengz	[ [ "滕州" , "中国" , 2]]
liwensi	[ [ "利文斯敦" , "赞比亚" , 2]]
abeimam	[ [ "阿贝马马环礁" , "基里巴斯" , 2]]
xunyicao	[ [ "薰衣草" , "法国" , 2]]
aersuo	[ [ "阿尔索" , "印度尼西亚" , 2]]
布鲁斯拉古	[ [ "布鲁斯拉古纳" , "洪都拉斯" , 2]]
palax	[ [ "帕拉西奥斯" , "洪都拉斯" , 2]]
gelasig	[ [ "格拉斯哥" , "英国" , 2]]
yanshi	[ [ "偃师" , "中国" , 2]]
jbbw	[ [ "津巴布韦" , "非洲" , 1]]
内蒙古	[ [ "内蒙古" , "中国" , 2]]
yingpuf	[ [ "英普丰多" , "刚果(布)" , 2]]
palam	[ [ "帕拉马里博" , "苏里南" , 2]]
巴卡夫	[ [ "巴卡夫约多尔" , "冰岛" , 2]]
alashanmen	[ [ "阿拉善盟" , "中国" , 2]]
xhnk	[ [ "西哈努克" , "柬埔寨" , 2]]
龙目岛	[ [ "龙目岛" , "印度尼西亚" , 2]]
asml	[ [ "阿斯马拉" , "厄立特里亚" , 2]]
tksh	[ [ "特克斯和凯科斯群岛" , "北美洲" , 1] , [ "特克斯和凯科斯群岛（英）" , "北美洲" , 1]]
palao	[ [ "帕劳" , "大洋洲" , 1] , [ "帕劳市" , "帕劳" , 2]]
ketelaik	[ [ "科特赖克" , "比利时" , 2]]
拉巴西群岛	[ [ "拉巴西群岛" , "洪都拉斯" , 2]]
马达	[ [ "马达加斯加" , "非洲" , 1]]
咸	[ [ "咸宁" , "中国" , 2] , [ "咸阳" , "中国" , 2]]
纳巴	[ [ "纳巴塔区" , "苏丹" , 2] , [ "安纳巴" , "阿尔及利亚" , 2]]
langfa	[ [ "廊坊" , "中国" , 2]]
日内瓦	[ [ "日内瓦" , "瑞士" , 2]]
和	[ [ "和田" , "中国" , 2] , [ "和龙" , "中国" , 2] , [ "和平港" , "海地" , 2] , [ "呼和浩特" , "中国" , 2] , [ "温得和克" , "纳米比亚" , 2] , [ "圣基茨和尼维斯" , "北美洲" , 1] , [ "圣基茨和尼维斯联邦" , "北美洲" , 1] , [ "特克斯和凯科斯群岛" , "北美洲" , 1] , [ "特克斯和凯科斯群岛（英）" , "北美洲" , 1] , [ "圣多美和普林西比" , "非洲" , 1]]
mdlqd	[ [ "马德拉群岛" , "葡萄牙" , 2] , [ "马德拉群岛（葡）" , "非洲" , 1]]
纽埃(	[ [ "纽埃(新西兰属)" , "大洋洲" , 1]]
tashenga	[ [ "塔什干" , "乌兹别克斯坦" , 2]]
sidegeermo	[ [ "斯德哥尔摩" , "瑞典" , 2]]
五家	[ [ "五家渠" , "中国" , 2]]
凯里尼	[ [ "凯里尼亚" , "塞浦路斯" , 2]]
纳布	[ [ "纳布卢斯" , "巴勒斯坦国" , 2]]
asny	[ [ "爱沙尼亚" , "欧洲" , 1]]
宁安	[ [ "宁安" , "中国" , 2]]
qido	[ [ "启东" , "中国" , 2]]
dongbu	[ [ "东部地区" , "乌干达" , 2]]
maan	[ [ "马鞍山" , "中国" , 2]]
周	[ [ "周口" , "中国" , 2] , [ "周庄" , "中国" , 2]]
布雷	[ [ "布雷西亚" , "意大利" , 2] , [ "布雷达" , "荷兰" , 2] , [ "布雷达尔斯维克" , "冰岛" , 2] , [ "阿布雷奥约斯" , "墨西哥" , 2]]
阿努哈岛度	[ [ "阿努哈岛度假胜地" , "所罗门群岛" , 2]]
lusaka	[ [ "卢萨卡" , "赞比亚" , 2]]
kaneiluone	[ [ "卡内洛内斯" , "乌拉圭" , 2]]
黄金	[ [ "黄金海岸" , "澳大利亚" , 2]]
youli	[ [ "幽灵岛" , "汤加" , 2]]
wnat	[ [ "瓦努阿图" , "大洋洲" , 1]]
qiao	[ [ "乔治敦" , "圭亚那" , 2]]
jinsidun	[ [ "金斯敦" , "圣文森特和格林纳丁斯" , 2]]
鹿特丹	[ [ "鹿特丹" , "荷兰" , 2]]
呼	[ [ "呼伦贝尔" , "中国" , 2] , [ "呼和浩特" , "中国" , 2] , [ "苏呼米市" , "格鲁吉亚" , 2]]
qian	[ [ "千叶" , "日本" , 2] , [ "迁安" , "中国" , 2] , [ "黔南" , "中国" , 2] , [ "千岛湖" , "中国" , 2] , [ "潜江" , "中国" , 2] , [ "黔西南" , "中国" , 2] , [ "黔东南" , "中国" , 2]]
dezhou	[ [ "德州" , "中国" , 2]]
longnan	[ [ "陇南" , "中国" , 2]]
baierw	[ [ "拜尔瓦" , "尼泊尔" , 2]]
xby	[ [ "西班牙" , "欧洲" , 1] , [ "西班牙港" , "特立尼达和多巴哥" , 2]]
liwens	[ [ "利文斯敦" , "赞比亚" , 2]]
palij	[ [ "帕利基尔" , "密克罗尼西亚" , 2]]
特里森	[ [ "特里森贝格" , "列支敦士登" , 2]]
akesumu	[ [ "阿克苏姆" , "埃塞俄比亚" , 2]]
yiselie	[ [ "以色列" , "亚洲" , 1]]
haershit	[ [ "哈尔施塔特" , "奥地利" , 2]]
第聂伯罗	[ [ "第聂伯罗彼得罗夫斯克" , "乌克兰" , 2]]
xixiadaxia	[ [ "西峡（大峡谷）" , "美国" , 2]]
bbyxjny	[ [ "巴布亚新几内亚" , "大洋洲" , 1]]
lilin	[ [ "醴陵" , "中国" , 2]]
shaoxing	[ [ "绍兴" , "中国" , 2]]
波尔托海	[ [ "波尔托海利翁" , "希腊" , 2]]
乞力马扎罗	[ [ "乞力马扎罗" , "坦桑尼亚" , 2]]
xj-g	[ ]
mach	[ [ "麻城" , "中国" , 2]]
安波塞利	[ [ "安波塞利" , "肯尼亚" , 2]]
aehsm	[ [ "阿尔荷塞马" , "摩洛哥" , 2]]
启	[ [ "启东" , "中国" , 2]]
阿尔巴明	[ [ "阿尔巴明契" , "埃塞俄比亚" , 2]]
damashig	[ [ "大马士革" , "叙利亚" , 2]]
博尔戈尔山	[ [ "博尔戈尔山" , "苏丹" , 2]]
通布图	[ [ "通布图" , "马里" , 2]]
红海沿	[ [ "红海沿岸" , "埃及" , 2]]
xbe	[ [ "新巴尔虎右旗" , "中国" , 2]]
zanbiy	[ [ "赞比亚" , "非洲" , 1]]
xbd	[ [ "西部地区" , "乌干达" , 2]]
巴颜洪	[ [ "巴颜洪格尔" , "蒙古" , 2]]
冲绳	[ [ "冲绳" , "日本" , 2] , [ "冲绳县" , "日本" , 2]]
nfkd	[ [ "诺福克岛(澳属)" , "大洋洲" , 1]]
巴拿马	[ [ "巴拿马" , "北美洲" , 1] , [ "巴拿马城" , "巴拿马" , 2]]
吴	[ [ "吴县" , "中国" , 2] , [ "吴川" , "中国" , 2] , [ "吴忠" , "中国" , 2] , [ "吴江" , "中国" , 2] , [ "吴哥窟" , "柬埔寨" , 2] , [ "暹粒-吴哥窟" , "柬埔寨" , 2]]
宣城	[ [ "宣城" , "中国" , 2]]
danniding	[ [ "但尼丁" , "新西兰" , 2]]
名	[ [ "名古屋" , "日本" , 2] , [ "茂名" , "中国" , 2]]
eguadu	[ [ "厄瓜多尔" , "南美洲" , 1]]
同	[ [ "同江" , "中国" , 2] , [ "大同" , "中国" , 2]]
吉	[ [ "吉隆坡" , "马来西亚" , 2] , [ "吉安" , "中国" , 2] , [ "吉林" , "中国" , 2] , [ "吉达" , "沙特阿拉伯" , 2] , [ "吉首" , "中国" , 2] , [ "吉大港" , "孟加拉" , 2] , [ "吉布提" , "非洲" , 1] , [ "吉灵庙" , "缅甸" , 2] , [ "吉梅内兹港" , "哥斯达黎加" , 2] , [ "吉尔吉斯斯坦" , "亚洲" , 1]]
合	[ [ "阿拉伯联合酋长国" , "亚洲" , 1] , [ "合作" , "中国" , 2] , [ "合山" , "中国" , 2] , [ "合肥" , "中国" , 2] , [ "拉合尔" , "巴基斯坦" , 2] , [ "阿合奇" , "中国" , 2]]
内蒙	[ [ "内蒙古" , "中国" , 2]]
telini	[ [ "特立尼达和多巴哥" , "北美洲" , 1]]
kaliy	[ [ "卡里亚库岛" , "格林纳达" , 2]]
巴拉米塔	[ [ "巴拉米塔" , "法属圭亚那" , 2]]
chita	[ [ "赤塔市" , "俄罗斯" , 2]]
youlingdao	[ [ "幽灵岛" , "汤加" , 2]]
马绍尔	[ [ "马绍尔群岛" , "大洋洲" , 1]]
maai	[ [ "马埃岛" , "塞舌尔" , 2]]
吕	[ [ "吕梁" , "中国" , 2] , [ "吕宋岛" , "菲律宾" , 2] , [ "吕德里茨" , "纳米比亚" , 2]]
沙河	[ [ "沙河" , "中国" , 2]]
jizho	[ [ "济州岛" , "韩国" , 2] , [ "冀州" , "中国" , 2]]
anduluo	[ [ "安杜洛" , "安哥拉" , 2]]
吐	[ [ "吐鲁番" , "中国" , 2]]
巴颜	[ [ "巴颜洪格尔" , "蒙古" , 2]]
shengweise	[ [ "圣维森特" , "佛得角" , 2]]
jinbabuw	[ [ "津巴布韦" , "非洲" , 1]]
shengmix	[ [ "圣米歇尔山" , "法国" , 2]]
walisiyuf	[ [ "瓦利斯与富图纳（法）" , "大洋洲" , 1]]
斯德哥尔	[ [ "斯德哥尔摩" , "瑞典" , 2]]
黑山共	[ [ "黑山共和国" , "欧洲" , 1]]
bosenbe	[ [ "博森贝莫" , "中非" , 2]]
法马古斯	[ [ "法马古斯塔" , "塞浦路斯" , 2]]
banjia	[ [ "班加西" , "利比亚" , 2] , [ "班加索" , "中非" , 2] , [ "班加罗尔" , "印度" , 2]]
wut	[ [ "乌特勒支" , "荷兰" , 2] , [ "五台" , "中国" , 2]]
yuehann	[ [ "约翰内斯堡" , "南非" , 2] , [ "约翰内斯堡市" , "南非" , 2]]
anbilube	[ [ "安比卢贝" , "马达加斯加" , 2]]
阿瓜斯卡	[ [ "阿瓜斯卡连特斯" , "墨西哥" , 2]]
wus	[ [ "乌苏" , "中国" , 2] , [ "乌斯怀亚" , "阿根廷" , 2]]
wux	[ [ "无锡" , "中国" , 2] , [ "武穴" , "中国" , 2] , [ "吴县" , "中国" , 2]]
wuy	[ [ "五渔村" , "意大利" , 2] , [ "武义" , "中国" , 2] , [ "婺源" , "中国" , 2] , [ "武夷山" , "中国" , 2]]
wuw	[ [ "武威" , "中国" , 2]]
batong	[ [ "巴统市" , "格鲁吉亚" , 2]]
wuz	[ [ "梧州" , "中国" , 2] , [ "吴忠" , "中国" , 2] , [ "五指山" , "中国" , 2] , [ "乌兹别克斯坦" , "亚洲" , 1]]
广西	[ [ "广西" , "中国" , 2]]
wua	[ [ "武安" , "中国" , 2]]
astj	[ [ "埃斯特角城" , "乌拉圭" , 2]]
astl	[ [ "阿斯特拉赛特拉" , "印度尼西亚" , 2]]
astn	[ [ "阿斯塔纳" , "哈萨克斯坦" , 2]]
埃	[ [ "埃及" , "非洲" , 1] , [ "埃森" , "德国" , 2] , [ "埃申" , "列支敦士登" , 2] , [ "埃迈" , "瓦努阿图" , 2] , [ "埃埃斯" , "纳米比亚" , 2] , [ "埃德夫" , "埃及" , 2] , [ "埃拉特" , "以色列" , 2] , [ "埃斯堡" , "丹麦" , 2] , [ "埃里温" , "亚美尼亚" , 2] , [ "埃阿坎" , "塞浦路斯" , 2]]
wud	[ [ "乌多姆塞" , "老挝" , 2] , [ "五大连池" , "中国" , 2]]
qingyuan	[ [ "清远" , "中国" , 2]]
wuc	[ [ "五常" , "中国" , 2] , [ "吴川" , "中国" , 2]]
wub	[ [ "乌波努" , "萨摩亚" , 2]]
巴马	[ [ "巴马科" , "马里" , 2]]
wuh	[ [ "芜湖" , "中国" , 2] , [ "乌海" , "中国" , 2] , [ "武汉" , "中国" , 2]]
wug	[ [ "武冈" , "中国" , 2] , [ "舞钢" , "中国" , 2] , [ "吴哥窟" , "柬埔寨" , 2] , [ "乌干达" , "非洲" , 1]]
kehetela	[ [ "科赫特拉亚尔韦" , "爱沙尼亚" , 2]]
wum	[ [ "乌姆盖" , "阿拉伯联合酋长国" , 2]]
mawe	[ [ "马翁" , "博茨瓦纳" , 2]]
wul	[ [ "乌拉圭" , "南美洲" , 1] , [ "乌鲁木齐" , "中国" , 2] , [ "乌兰巴托" , "蒙古" , 2] , [ "乌兰察布" , "中国" , 2] , [ "乌兰浩特" , "中国" , 2] , [ "乌拉特中镇" , "中国" , 2]]
金刚山观	[ [ "金刚山观光地区" , "朝鲜" , 2]]
个旧	[ [ "个旧" , "中国" , 2]]
bamend	[ [ "巴门达" , "喀麦隆" , 2]]
wuk	[ [ "乌克兰" , "欧洲" , 1]]
wuj	[ [ "吴江" , "中国" , 2] , [ "五家渠" , "中国" , 2]]
kasiteli	[ [ "卡斯特里" , "圣卢西亚" , 2]]
nuodi	[ [ "诺丁汉" , "英国" , 2]]
ganpengbi	[ [ "甘蓬碧" , "泰国" , 2]]
埼	[ [ "埼玉" , "日本" , 2]]
asst	[ [ "艾森史塔特" , "奥地利" , 2]]
beilayel	[ [ "贝拉耶拉" , "利比里亚" , 2]]
egle	[ [ "恩戈罗恩戈罗" , "坦桑尼亚" , 2]]
基	[ [ "基尔" , "德国" , 2] , [ "基督城" , "新西兰" , 2] , [ "基多" , "厄瓜多尔" , 2] , [ "基法" , "毛里塔尼亚" , 2] , [ "基辅" , "乌克兰" , 2] , [ "基亚特" , "以色列" , 2] , [ "基利岛" , "马绍尔群岛" , 2] , [ "基加利" , "卢旺达" , 2] , [ "基戈马" , "坦桑尼亚" , 2] , [ "基特韦" , "赞比亚" , 2]]
swkpmd	[ [ "斯瓦科普蒙德" , "纳米比亚" , 2]]
丹江口	[ [ "丹江口" , "中国" , 2]]
波尔托	[ [ "波尔托海利翁" , "希腊" , 2]]
pulalan	[ [ "普拉兰岛" , "塞舌尔" , 2]]
andongni	[ [ "安东尼奥港" , "牙买加" , 2]]
科维	[ [ "科维哈" , "玻利维亚" , 2]]
九寨沟	[ [ "九寨沟" , "中国" , 2]]
xiji	[ [ "锡金" , "亚洲" , 1] , [ "锡金-甘托克" , "印度" , 2]]
塔那那	[ [ "塔那那利佛" , "马达加斯加" , 2]]
chish	[ [ "赤水" , "中国" , 2]]
palaxia	[ [ "帕拉西奥斯" , "洪都拉斯" , 2]]
latuoweiy	[ [ "拉脱维亚" , "欧洲" , 1]]
定安	[ [ "定安" , "中国" , 2]]
engeluo	[ [ "恩戈罗恩戈罗" , "坦桑尼亚" , 2]]
wsy	[ [ "维萨亚" , "菲律宾" , 2]]
贝沙尔	[ [ "贝沙尔" , "阿尔及利亚" , 2]]
katamaka	[ [ "卡塔马卡省" , "阿根廷" , 2]]
lageage	[ [ "拉戈阿格里奥" , "厄瓜多尔" , 2]]
skbl	[ [ "斯卡伯勒" , "特立尼达和多巴哥" , 2]]
努瓦克肖	[ [ "努瓦克肖特" , "毛里塔尼亚" , 2]]
神奈川	[ [ "神奈川県" , "日本" , 2]]
